tier,year_month,median_pace,p25,p75,run_count,athlete_count,avg_runs_per_athlete
High (4x+/wk),2013-06-01,6.205456368092957,5.538716874558343,8.895493398984634,12,30,0.4
High (4x+/wk),2013-07-01,7.324846983281029,6.089768926696063,8.869964682719687,14,30,0.4666666666666667
High (4x+/wk),2013-08-01,5.624004164760447,5.215430738912057,8.941586556011416,15,30,0.5
High (4x+/wk),2013-09-01,6.069033954340634,4.94692911749855,7.899820351693624,16,30,0.5333333333333333
High (4x+/wk),2013-10-01,7.707913370481364,7.070925658933625,9.14320913287012,12,30,0.4
High (4x+/wk),2013-11-01,4.99211958903791,4.733990677786687,9.591350688549332,13,30,0.43333333333333335
High (4x+/wk),2013-12-01,5.186512909355424,4.501619862075671,5.981149202730133,14,30,0.4666666666666667
High (4x+/wk),2014-01-01,6.37782237282188,5.103605675756697,8.555268175571547,15,30,0.5
High (4x+/wk),2014-02-01,5.819471339656871,5.07752355022561,7.67937625279305,14,30,0.4666666666666667
High (4x+/wk),2014-03-01,5.3103766739230815,4.915939938988112,5.571558034894284,19,30,0.6333333333333333
High (4x+/wk),2014-04-01,5.49321679157581,5.292273628194037,5.626371273527582,6,30,0.2
High (4x+/wk),2014-05-01,5.39495771192459,4.811940527872758,7.422591221679865,13,30,0.43333333333333335
High (4x+/wk),2014-06-01,5.784408357937769,5.1619200734956365,8.306972198647221,13,30,0.43333333333333335
High (4x+/wk),2014-07-01,5.4091454338850316,4.855283113240497,7.349518387292195,16,30,0.5333333333333333
High (4x+/wk),2014-08-01,5.145751939127372,4.904449257704977,5.6282217923656095,25,30,0.8333333333333334
High (4x+/wk),2014-09-01,5.466705292390067,4.941173635888006,6.44319813109438,35,30,1.1666666666666667
High (4x+/wk),2014-10-01,5.4036999251877775,4.582085198379923,6.19742731317914,40,30,1.3333333333333333
High (4x+/wk),2014-11-01,5.231630820006562,3.553765025711572,5.871314362098661,73,30,2.433333333333333
High (4x+/wk),2014-12-01,5.606584754861029,5.019336065225447,6.011066892021508,71,30,2.3666666666666667
High (4x+/wk),2015-01-01,5.490282875604822,4.871774657428252,5.763950197700173,69,30,2.3
High (4x+/wk),2015-02-01,5.329075082973262,4.786982571940262,5.7591419777962995,75,30,2.5
High (4x+/wk),2015-03-01,5.548479234213371,5.074062996268074,5.9028362688279135,83,30,2.7666666666666666
High (4x+/wk),2015-04-01,5.636499579564389,5.052895513201417,5.953029897699052,55,30,1.8333333333333333
High (4x+/wk),2015-05-01,5.3796882278272,4.804704414209815,5.984343298750408,60,30,2.0
High (4x+/wk),2015-06-01,5.655419110520478,5.0063968863195525,6.3660837779095045,57,30,1.9
High (4x+/wk),2015-07-01,5.432143724204904,4.771116580538325,5.848709547623153,49,30,1.6333333333333333
High (4x+/wk),2015-08-01,5.644240302197458,5.058488562168982,6.8140101280588405,55,30,1.8333333333333333
High (4x+/wk),2015-09-01,5.802191399485329,5.145127238150494,6.3590084108012395,85,30,2.8333333333333335
High (4x+/wk),2015-10-01,5.3893143448568335,4.8143706599767,5.983524155741201,86,30,2.8666666666666667
High (4x+/wk),2015-11-01,5.297116216069129,4.695324420142741,5.953706059449604,95,30,3.1666666666666665
High (4x+/wk),2015-12-01,5.568701380157052,4.915637445011294,6.030036113699738,70,30,2.3333333333333335
High (4x+/wk),2016-01-01,5.4791823225714875,4.910414267507489,6.04667512989333,92,30,3.066666666666667
High (4x+/wk),2016-02-01,5.552179529326599,4.915087513921746,5.947012401352875,89,30,2.966666666666667
High (4x+/wk),2016-03-01,5.445497074401467,4.979567511537952,6.066709748600194,96,30,3.2
High (4x+/wk),2016-04-01,5.0850471166953115,4.4825819672131155,5.962623076187745,129,30,4.3
High (4x+/wk),2016-05-01,5.21901019653308,4.640424598950043,5.967584583432996,144,30,4.8
High (4x+/wk),2016-06-01,5.356290449706375,4.5561677150105835,6.063587111491304,109,30,3.6333333333333333
High (4x+/wk),2016-07-01,5.3081088171640864,4.684699619573489,6.204057878986694,134,30,4.466666666666667
High (4x+/wk),2016-08-01,5.587983669226022,4.817626484857277,6.0852515104398845,137,30,4.566666666666666
High (4x+/wk),2016-09-01,5.28935119397235,4.687450192816836,5.922038340383111,163,30,5.433333333333334
High (4x+/wk),2016-10-01,5.183234338227054,4.664620646481303,5.918121809254382,173,30,5.766666666666667
High (4x+/wk),2016-11-01,5.252885373210696,4.7159290061498265,5.806922960648964,125,30,4.166666666666667
High (4x+/wk),2016-12-01,5.409090776513685,4.843055155353634,5.884879212631499,170,30,5.666666666666667
High (4x+/wk),2017-01-01,5.491359780545807,4.97073006797185,6.057186770667177,250,30,8.333333333333334
High (4x+/wk),2017-02-01,5.465924352195827,4.804448003154409,6.059999982855069,214,30,7.133333333333334
High (4x+/wk),2017-03-01,5.45695489969509,4.943496973756327,6.031758245405689,284,30,9.466666666666667
High (4x+/wk),2017-04-01,5.566559454368143,5.00490666741044,6.123136541278141,315,30,10.5
High (4x+/wk),2017-05-01,5.45394329677143,4.956722883324499,6.237180561917562,290,30,9.666666666666666
High (4x+/wk),2017-06-01,5.650000835798941,5.068393742308121,6.26340898825655,265,30,8.833333333333334
High (4x+/wk),2017-07-01,5.624019764977106,5.1079420338251476,6.343013394755349,272,30,9.066666666666666
High (4x+/wk),2017-08-01,5.558335261894017,4.926991090429959,6.256068602204797,252,30,8.4
High (4x+/wk),2017-09-01,5.448482528647638,4.893151244613393,6.010538300632827,341,30,11.366666666666667
